VenueID,VenueType,SummaryLength,RedactedTokens,InferenceTime_ms,Score,AgentID
18,Research Lab,118,15,939.36,0.73,A1674
18,Research Lab,113,3,1843.51,0.86,A1405
18,Research Lab,177,18,1468.4,0.93,A1281
18,Research Lab,42,4,1316.75,0.64,A1008
18,Research Lab,162,29,1200.21,0.86,A1579
18,Research Lab,150,1,1570.59,0.98,A1885
18,Research Lab,140,21,1147.82,0.74,A1702
18,Research Lab,150,5,1346.68,0.82,A1796
18,Research Lab,194,0,1063.11,0.88,A1762
18,Research Lab,72,29,1517.63,0.77,A1996
18,Research Lab,96,9,1259.44,0.78,A1050
18,Research Lab,159,22,1356.91,0.72,A1932
18,Research Lab,123,17,1161.59,0.94,A1620
18,Research Lab,191,1,1510.14,0.77,A1763
18,Research Lab,88,13,993.38,0.75,A1508
18,Research Lab,93,4,758.39,0.81,A1852
18,Research Lab,166,16,787.85,0.95,A1925
18,Research Lab,149,19,925.28,0.73,A1924
18,Research Lab,152,28,1541.89,0.82,A1293
18,Research Lab,124,4,1225.23,0.8,A1794
18,Research Lab,104,19,1099.44,0.74,A1818
18,Research Lab,85,7,936.76,0.62,A1235
18,Research Lab,50,29,478.64,0.81,A1621
18,Research Lab,78,20,1442.41,0.67,A1821
18,Research Lab,95,21,945.58,0.78,A1360
18,Research Lab,69,11,1419.85,0.85,A1224
18,Research Lab,126,3,817.73,0.92,A1651
18,Research Lab,174,21,1704.68,0.7,A1194
18,Research Lab,142,11,980.98,0.6,A1635
18,Research Lab,94,6,568.58,0.97,A1256
18,Research Lab,158,3,1812.65,0.93,A1694
18,Research Lab,184,1,458.53,0.83,A1773
18,Research Lab,194,14,697.26,0.66,A1738
18,Research Lab,72,19,1261.52,0.68,A1785
18,Research Lab,151,13,1421.64,0.68,A1675
18,Research Lab,116,22,1419.3,0.98,A1697
18,Research Lab,146,21,1361.53,0.83,A1858
18,Research Lab,195,10,1855.53,0.82,A1140
18,Research Lab,148,6,993.99,0.71,A1643
18,Research Lab,125,29,1592.18,0.85,A1099
18,Research Lab,120,9,1456.66,0.77,A1925
18,Research Lab,165,26,1000.74,0.93,A1642
18,Research Lab,152,26,628.12,0.91,A1661
18,Research Lab,153,19,1231.6,0.8,A1040
18,Research Lab,175,5,1290.71,0.76,A1316
18,Research Lab,132,8,963.97,0.68,A1807
18,Research Lab,184,14,1400.74,0.68,A1451
18,Research Lab,179,24,1447.51,0.71,A1034
18,Research Lab,155,2,1395.83,0.73,A1593
18,Research Lab,101,4,1382.86,0.88,A1373
18,Research Lab,177,23,733.39,0.79,A1749
18,Research Lab,131,5,1722.71,0.64,A1134
18,Research Lab,85,21,1816.35,0.61,A1092
18,Research Lab,162,19,1225.93,0.81,A1931
18,Research Lab,114,21,1072.77,0.79,A1302
18,Research Lab,70,26,1561.38,0.99,A1334
18,Research Lab,152,21,1254.76,0.72,A1765
18,Research Lab,85,23,1335.62,0.76,A1425
18,Research Lab,152,11,837.24,0.87,A1179
18,Research Lab,197,16,1194.15,0.87,A1205
18,Research Lab,84,11,1397.95,0.74,A1135
18,Research Lab,101,26,1119.58,0.91,A1805
18,Research Lab,73,3,757.26,0.8,A1552
18,Research Lab,143,21,1453.16,0.85,A1897
18,Research Lab,103,18,1477.69,0.98,A1994
18,Research Lab,55,7,1182.73,0.93,A1374
18,Research Lab,152,11,673.95,0.63,A1543
18,Research Lab,110,13,1023.67,0.77,A1513
18,Research Lab,155,23,785.35,0.76,A1935
18,Research Lab,174,9,1004.91,0.63,A1279
18,Research Lab,161,23,1383.11,0.6,A1850
18,Research Lab,51,2,1376.55,0.96,A1168
18,Research Lab,62,18,1400.06,0.87,A1263
18,Research Lab,127,15,1604.52,0.68,A1935
18,Research Lab,96,10,1413.61,0.89,A1844
18,Research Lab,114,28,1027.77,0.63,A1966
18,Research Lab,120,20,1360.92,0.61,A1493
19,Research Lab,58,6,1510.16,0.82,A1764
19,Research Lab,100,25,1077.76,0.63,A1891
19,Research Lab,142,18,1423.98,0.78,A1346
19,Research Lab,58,3,1297.67,0.67,A1823
19,Research Lab,152,24,939.21,0.82,A1117
19,Research Lab,154,5,1196.74,0.66,A1479
19,Research Lab,131,10,1281.9,0.83,A1986
19,Research Lab,91,2,577.61,0.9,A1077
19,Research Lab,70,26,1388.63,0.83,A1144
19,Research Lab,192,1,1092.79,0.83,A1772
19,Research Lab,172,3,1610.59,0.82,A1989
19,Research Lab,128,25,900.3,0.82,A1231
19,Research Lab,53,23,1338.02,0.71,A1880
19,Research Lab,47,23,1267.95,0.8,A1692
19,Research Lab,58,0,334.75,0.73,A1741
19,Research Lab,180,0,1225.26,0.71,A1690
19,Research Lab,116,26,877.06,0.87,A1406
19,Research Lab,154,16,1056.18,0.89,A1990
19,Research Lab,87,13,1163.66,0.81,A1866
19,Research Lab,126,19,1472.25,0.68,A1823
19,Research Lab,160,1,1417.31,0.72,A1570
19,Research Lab,62,26,1218.35,0.9,A1374
19,Research Lab,76,5,1306.44,0.86,A1092
19,Research Lab,192,28,1804.66,0.76,A1809
19,Research Lab,90,23,1132.54,0.79,A1404
19,Research Lab,145,0,921.36,0.92,A1014
19,Research Lab,75,25,1380.06,0.82,A1270
19,Research Lab,78,6,1487.38,0.76,A1549
19,Research Lab,91,0,1177.07,0.84,A1126
19,Research Lab,49,27,973.38,0.86,A1465
19,Research Lab,54,2,1680.05,0.64,A1377
19,Research Lab,54,12,1447.94,0.95,A1688
19,Research Lab,177,5,1445.81,0.63,A1766
19,Research Lab,185,17,1327.17,0.73,A1688
19,Research Lab,127,1,1059.97,0.7,A1268
19,Research Lab,133,9,755.1,0.88,A1598
19,Research Lab,104,1,1540.07,0.75,A1390
19,Research Lab,100,22,1044.5,0.72,A1842
19,Research Lab,107,11,1002.48,0.65,A1653
19,Research Lab,136,23,1338.74,0.92,A1962
19,Research Lab,63,27,799.24,0.82,A1380
19,Research Lab,119,5,1417.24,0.86,A1110
19,Research Lab,114,18,1203.97,0.81,A1691
19,Research Lab,93,6,1087.33,0.72,A1239
19,Research Lab,68,10,1381.55,0.91,A1482
19,Research Lab,81,29,1022.54,0.71,A1025
19,Research Lab,199,25,834.93,0.92,A1634
19,Research Lab,169,16,1609.01,0.82,A1905
19,Research Lab,91,26,1084.49,0.92,A1965
19,Research Lab,112,19,639.6,0.81,A1574
19,Research Lab,139,27,1429.34,0.92,A1335
19,Research Lab,82,6,905.86,0.76,A1937
19,Research Lab,87,29,1140.72,0.83,A1624
19,Research Lab,154,4,715.96,0.95,A1226
19,Research Lab,164,16,1619.91,0.61,A1663
19,Research Lab,164,0,1309.99,0.93,A1064
19,Research Lab,59,27,904.66,0.82,A1650
19,Research Lab,128,12,1064.62,0.6,A1843
19,Research Lab,127,1,1322.66,0.91,A1475
19,Research Lab,74,24,1034.21,0.93,A1931
19,Research Lab,177,0,1148.47,0.89,A1717
19,Research Lab,108,8,1497.91,0.64,A1309
19,Research Lab,103,8,836.39,0.98,A1664
19,Research Lab,144,5,1297.49,0.82,A1418
19,Research Lab,48,27,1243.73,0.83,A1119
19,Research Lab,76,1,1005.44,0.91,A1143
19,Research Lab,132,25,1095.84,0.64,A1046
19,Research Lab,67,3,1431.24,0.85,A1968
19,Research Lab,90,7,1439.94,0.65,A1038
19,Research Lab,40,6,690.17,0.82,A1311
19,Research Lab,54,3,995.71,0.9,A1504
19,Research Lab,73,27,739.01,0.94,A1118
19,Research Lab,72,1,679.48,0.65,A1099
19,Research Lab,116,0,920.47,0.87,A1240
19,Research Lab,54,16,1089.05,0.64,A1908
19,Research Lab,181,10,1101.62,0.84,A1550
19,Research Lab,138,28,1608.97,0.89,A1138
19,Research Lab,49,7,1108.91,0.73,A1397
19,Research Lab,98,17,871.13,0.69,A1464
19,Research Lab,93,25,1179.64,0.94,A1379
19,Research Lab,48,21,1971.6,0.98,A1686
19,Research Lab,133,21,525.17,0.68,A1972
19,Research Lab,169,29,1024.08,0.86,A1760
19,Research Lab,111,15,1014.07,0.93,A1713
19,Research Lab,54,20,1338.97,0.74,A1968
19,Research Lab,186,14,1143.54,0.64,A1553
19,Research Lab,178,20,1399.84,0.83,A1429
19,Research Lab,113,1,707.06,0.63,A1601
19,Research Lab,149,18,1051.17,0.8,A1760
19,Research Lab,109,13,1464.14,0.93,A1744
19,Research Lab,150,15,1664.4,0.83,A1158
19,Research Lab,109,28,921.35,0.84,A1906
19,Research Lab,197,24,1271.89,0.63,A1424
19,Research Lab,61,24,1419.92,0.97,A1670
19,Research Lab,65,9,632.17,0.75,A1101
19,Research Lab,105,1,1293.45,0.83,A1853
19,Research Lab,195,12,944.54,0.84,A1501
19,Research Lab,98,8,1201.88,0.79,A1630
19,Research Lab,135,21,970.74,0.9,A1417
19,Research Lab,113,22,1462.85,0.81,A1961
20,Research Lab,165,9,1836.31,0.8,A1033
20,Research Lab,68,17,1131.54,0.93,A1706
20,Research Lab,53,1,899.22,0.65,A1379
20,Research Lab,167,17,1187.15,0.76,A1222
20,Research Lab,58,7,1232.12,0.7,A1454
20,Research Lab,125,16,1096.46,0.71,A1455
20,Research Lab,181,18,1437.0,0.63,A1973
20,Research Lab,178,19,1127.83,0.68,A1241
20,Research Lab,149,10,1433.95,0.81,A1875
20,Research Lab,141,14,1546.27,0.92,A1371
20,Research Lab,87,15,1288.7,0.94,A1101
20,Research Lab,178,12,1117.04,0.86,A1702
20,Research Lab,43,11,1494.57,0.94,A1376
20,Research Lab,145,12,910.44,0.8,A1557
20,Research Lab,97,18,1176.45,0.62,A1923
20,Research Lab,67,20,1006.33,0.75,A1660
20,Research Lab,165,21,1437.59,0.81,A1367
20,Research Lab,151,19,703.38,0.63,A1062
20,Research Lab,72,16,999.75,0.95,A1407
20,Research Lab,42,28,1426.36,0.92,A1282
20,Research Lab,55,13,1787.95,0.87,A1194
20,Research Lab,88,18,1335.18,0.72,A1991
20,Research Lab,69,26,1722.08,0.95,A1125
20,Research Lab,84,29,986.67,0.76,A1971
20,Research Lab,54,19,1241.21,0.85,A1868
20,Research Lab,114,28,973.06,0.89,A1843
20,Research Lab,91,21,1316.28,0.8,A1465
20,Research Lab,72,7,951.94,0.74,A1093
20,Research Lab,112,1,1515.89,0.62,A1678
20,Research Lab,47,15,1177.05,0.74,A1217
20,Research Lab,155,28,963.96,0.63,A1657
20,Research Lab,53,3,964.65,0.83,A1654
20,Research Lab,144,17,1124.38,0.84,A1611
20,Research Lab,96,26,1401.61,0.75,A1994
20,Research Lab,172,6,923.23,0.73,A1021
20,Research Lab,150,4,1666.19,0.64,A1051
20,Research Lab,197,19,1309.28,0.88,A1805
20,Research Lab,183,8,858.57,0.95,A1341
20,Research Lab,194,18,1129.14,0.89,A1249
20,Research Lab,185,18,1302.75,0.91,A1128
20,Research Lab,94,12,1253.08,0.84,A1805
20,Research Lab,191,3,1103.35,0.6,A1578
20,Research Lab,144,9,1427.45,0.78,A1210
20,Research Lab,179,29,798.0,0.7,A1070
20,Research Lab,102,19,1380.24,0.8,A1849
20,Research Lab,165,17,735.64,0.96,A1783
20,Research Lab,128,2,1180.93,0.94,A1567
20,Research Lab,172,8,764.72,0.96,A1212
20,Research Lab,62,8,886.34,0.91,A1600
20,Research Lab,53,13,1192.12,0.95,A1221
20,Research Lab,128,15,1798.11,0.78,A1832
20,Research Lab,182,18,916.5,0.75,A1890
20,Research Lab,169,26,1212.37,0.61,A1238
20,Research Lab,62,3,1441.48,0.98,A1336
20,Research Lab,156,9,1147.6,0.7,A1792
20,Research Lab,155,14,1207.59,0.78,A1151
20,Research Lab,163,18,743.92,0.63,A1807
20,Research Lab,112,19,1484.43,0.89,A1922
20,Research Lab,104,16,1176.67,0.72,A1610
20,Research Lab,77,6,1144.03,0.95,A1002
20,Research Lab,143,11,766.93,0.63,A1283
20,Research Lab,97,8,1406.06,0.7,A1879
20,Research Lab,78,27,1325.63,0.76,A1148
20,Research Lab,91,4,1266.18,0.95,A1133
20,Research Lab,107,14,1255.14,0.82,A1553
20,Research Lab,148,28,1075.68,0.79,A1256
20,Research Lab,191,18,1046.7,0.63,A1817
20,Research Lab,96,29,433.94,0.67,A1178
20,Research Lab,110,17,1798.16,0.66,A1112
20,Research Lab,71,21,1063.36,0.89,A1676
20,Research Lab,96,12,1646.52,0.65,A1887
20,Research Lab,170,2,1533.49,0.65,A1026
20,Research Lab,103,19,1239.19,0.84,A1134
20,Research Lab,135,5,1056.6,0.8,A1015
20,Research Lab,136,19,836.16,0.71,A1366
20,Research Lab,118,13,1417.16,0.8,A1808
20,Research Lab,165,14,922.73,0.89,A1807
20,Research Lab,65,17,1501.62,0.85,A1243
20,Research Lab,112,26,914.23,0.89,A1602
20,Research Lab,127,28,1296.45,0.79,A1331
20,Research Lab,115,18,1613.54,0.64,A1016
20,Research Lab,65,12,998.55,0.99,A1178
20,Research Lab,159,17,1202.21,0.69,A1271
20,Research Lab,83,12,756.44,0.9,A1053
20,Research Lab,132,3,680.92,0.8,A1129
20,Research Lab,65,7,1600.17,0.82,A1759
20,Research Lab,128,17,804.31,0.92,A1431
20,Research Lab,80,4,1206.03,0.9,A1538
20,Research Lab,47,5,1155.32,0.65,A1116
20,Research Lab,177,5,1352.6,0.64,A1763
20,Research Lab,122,29,343.2,0.9,A1065
20,Research Lab,62,15,1070.12,0.63,A1487
20,Research Lab,45,5,1118.57,0.64,A1459
20,Research Lab,56,19,1257.84,0.6,A1796
20,Research Lab,86,24,1183.41,0.81,A1370
20,Research Lab,129,21,1328.12,0.7,A1525
20,Research Lab,112,9,1151.32,0.77,A1607
20,Research Lab,163,9,1192.4,0.81,A1111
20,Research Lab,70,27,1905.53,0.94,A1462
20,Research Lab,182,1,1034.39,0.92,A1515
